film,userid,score
《将错就错》 , 1209  ,  6.4
《将错就错》 , 1225  ,  4.9
《坏蛋必须死》 , 1214  ,  9.5
《坏蛋必须死》 , 1322  ,  5.9
《一路惊喜》 , 1491  ,  4.3
《最美的时候遇见你》 , 1347  ,  6.8
《爱情魔发师》 , 1225  ,  5.4
《冲上云霄》 , 1394  ,  7.2
《恶棍天使》 , 1322  ,  5.3
《天将雄师》 , 1283  ,  6.2
《爱情魔发师》 , 1226  ,  9.1
《闯入者》 , 1085  ,  5.7
《破风》 , 1381  ,  3.8
《冲上云霄》 , 1433  ,  3.7
《简单爱》 , 1444  ,  3.6
《闯入者》 , 1161  ,  9.2
《坏蛋必须死》 , 1095  ,  6.9
《简单爱》 , 1150  ,  8.9
《失孤》 , 1322  ,  7.3
《一路惊喜》 , 1340  ,  3.1
《探灵档案》 , 1141  ,  3.3
《失孤》 , 1045  ,  3.7
《怦然星动》 , 1268  ,  3.8
《恶棍天使》 , 1141  , 10.0
《失孤》 , 1004  ,  3.8
《恶棍天使》 , 1231  ,  6.0
《浪漫天降》 , 1343  ,  3.4
《一念天堂》 , 1425  ,  8.8
《前任2：备胎反击战》 , 1240  ,  5.6
《失孤》 , 1198  ,  6.8
《探灵档案》 , 1100  ,  7.2
《冲上云霄》 , 1402  ,  6.2
《一念天堂》 , 1381  ,  3.7
《破风》 , 1013  ,  9.0
《既然青春留不住》 , 1340  ,  5.7
《怦然星动》 , 1418  ,  7.0
《天将雄师》 , 1110  ,  3.9
《少年班》 , 1241  ,  5.7
《冲上云霄》 , 1487  ,  7.6
《破风》 , 1302  ,  3.2
《少年班》 , 1050  ,  3.7
《恶棍天使》 , 1013  ,  5.8
《闯入者》 , 1109  ,  7.6
《探灵档案》 , 1215  ,  4.6
《恶棍天使》 , 1291  ,  6.9
《爱情魔发师》 , 1004  ,  8.5
《前任2：备胎反击战》 , 1429  ,  4.8
《少年班》 , 1482  ,  3.2
《破风》 , 1411  ,  5.4
《分手再说我爱你》 , 1219  ,  5.6
《恶棍天使》 , 1128  ,  7.4
《破风》 , 1231  ,  3.3
《前任2：备胎反击战》 , 1050  ,  9.8
《破风》 , 1318  ,  4.1
《最美的时候遇见你》 , 1468  ,  9.2
《一念天堂》 , 1305  ,  3.9
《浪漫天降》 , 1226  ,  5.1
《将错就错》 , 1079  ,  4.9
《万物生长》 , 1377  ,  3.3
《前任2：备胎反击战》 , 1215  ,  9.7
《探灵档案》 , 1075  ,  8.8
《破风》 , 1283  ,  7.3
《分手再说我爱你》 , 1450  ,  9.3
《一路惊喜》 , 1195  ,  9.4
《一念天堂》 , 1100  ,  7.3
《万物生长》 , 1374  ,  6.6
《闯入者》 , 1067  ,  7.2
《破风》 , 1195  ,  8.3
《少年班》 , 1122  ,  5.0
《分手再说我爱你》 , 1241  ,  7.6
《坏蛋必须死》 , 1111  ,  3.8
《恶棍天使》 , 1047  ,  6.0
《分手再说我爱你》 , 1067  ,  4.9
《恶棍天使》 , 1190  ,  3.1
《既然青春留不住》 , 1122  ,  5.0
《破风》 , 1447  ,  8.5
《天将雄师》 , 1091  ,  8.2
《怦然星动》 , 1476  ,  6.8
《最美的时候遇见你》 , 1259  ,  8.7
《少年班》 , 1109  ,  6.4
《将错就错》 , 1233  ,  5.0
《天将雄师》 , 1340  ,  3.1
《探灵档案》 , 1119  ,  4.6
《万物生长》 , 1129  ,  8.2
《一路惊喜》 , 1263  ,  5.2
《最美的时候遇见你》 , 1035  ,  7.5
《万物生长》 , 1124  ,  5.4
《既然青春留不住》 , 1482  ,  9.8
《前任2：备胎反击战》 , 1316  ,  3.8
《少年班》 , 1345  ,  5.8
《万物生长》 , 1469  ,  8.6
《恶棍天使》 , 1102  ,  4.5
《最美的时候遇见你》 , 1219  ,  9.0
《少年班》 , 1050  ,  3.9
《冲上云霄》 , 1116  ,  7.2
《简单爱》 , 1172  ,  5.0
《天将雄师》 , 1418  ,  9.7
《将错就错》 , 1302  ,  5.0
《一路惊喜》 , 1021  ,  4.4
《一念天堂》 , 1317  ,  5.2
《将错就错》 , 1139  ,  9.2
《一念天堂》 , 1074  ,  8.8
《冲上云霄》 , 1200  ,  6.4
《紫霞》 , 1028  ,  3.2
《少年班》 , 1174  ,  4.1
《简单爱》 , 1400  ,  9.3
《将错就错》 , 1035  ,  3.5
《坏蛋必须死》 , 1466  ,  8.6
《少年班》 , 1012  ,  5.9
《浪漫天降》 , 1411  ,  3.4
《万物生长》 , 1293  ,  6.8
《冲上云霄》 , 1268  ,  7.2
《既然青春留不住》 , 1130  ,  3.1
《怦然星动》 , 1072  ,  3.2
《一念天堂》 , 1315  ,  3.2
《最美的时候遇见你》 , 1473  ,  3.7
《天将雄师》 , 1091  ,  4.2
《探灵档案》 , 1216  ,  3.3
《浪漫天降》 , 1343  ,  8.3
《最美的时候遇见你》 , 1124  ,  5.4
《万物生长》 , 1293  ,  6.2
《探灵档案》 , 1129  ,  4.8
《天将雄师》 , 1118  ,  5.8
《最美的时候遇见你》 , 1130  ,  5.2
《最美的时候遇见你》 , 1407  ,  4.2
《最美的时候遇见你》 , 1114  ,  5.0
《一念天堂》 , 1340  ,  7.0
《少年班》 , 1276  ,  6.6
《天将雄师》 , 1259  ,  5.3
《既然青春留不住》 , 1450  ,  3.7
《失孤》 , 1095  ,  3.1
《少年班》 , 1142  ,  5.2
《万物生长》 , 1322  ,  6.1
《闯入者》 , 1453  ,  7.6
《分手再说我爱你》 , 1456  ,  7.7
《最美的时候遇见你》 , 1385  ,  8.3
《探灵档案》 , 1124  ,  4.1
《失孤》 , 1395  ,  9.3
《怦然星动》 , 1315  ,  7.6
《坏蛋必须死》 , 1320  ,  7.5
《一念天堂》 , 1241  ,  6.9
《一路惊喜》 , 1012  ,  4.6
《天将雄师》 , 1100  ,  7.5
《简单爱》 , 1114  ,  6.6
《爱情魔发师》 , 1070  ,  9.7
《失孤》 , 1291  ,  4.6
《恶棍天使》 , 1116  ,  4.8
《少年班》 , 1014  ,  3.9
《浪漫天降》 , 1368  ,  4.8
《浪漫天降》 , 1218  ,  3.7
《既然青春留不住》 , 1488  ,  9.8
《失孤》 , 1236  ,  7.4
《坏蛋必须死》 , 1311  ,  7.0
《紫霞》 , 1374  ,  5.9
《冲上云霄》 , 1388  ,  5.0
《失孤》 , 1320  ,  9.8
《最美的时候遇见你》 , 1048  ,  7.5
《分手再说我爱你》 , 1191  ,  6.9
《一路惊喜》 , 1274  ,  9.5
《一念天堂》 , 1050  ,  3.6
《既然青春留不住》 , 1246  ,  5.1
《坏蛋必须死》 , 1226  ,  6.0
《探灵档案》 , 1095  ,  7.8
《前任2：备胎反击战》 , 1074  ,  4.2
《探灵档案》 , 1381  ,  7.6
《失孤》 , 1246  ,  3.1
《前任2：备胎反击战》 , 1150  ,  8.4
《浪漫天降》 , 1418  ,  3.9
《失孤》 , 1447  ,  4.8
《少年班》 , 1359  ,  6.2
《一路惊喜》 , 1071  ,  7.0
《冲上云霄》 , 1223  ,  8.2
《一念天堂》 , 1289  ,  3.1
《既然青春留不住》 , 1320  ,  7.0
《前任2：备胎反击战》 , 1444  ,  3.1
《将错就错》 , 1104  ,  9.1
《分手再说我爱你》 , 1104  ,  3.7
《破风》 , 1158  ,  7.9
《探灵档案》 , 1139  ,  9.7
《万物生长》 , 1240  ,  8.2
《既然青春留不住》 , 1347  ,  8.7
《将错就错》 , 1491  ,  7.2
《将错就错》 , 1091  ,  5.2
《坏蛋必须死》 , 1423  ,  8.0
《破风》 , 1079  ,  6.6
《探灵档案》 , 1488  ,  6.2
《冲上云霄》 , 1201  ,  6.8
《探灵档案》 , 1394  ,  6.9
《前任2：备胎反击战》 , 1125  ,  7.3
《万物生长》 , 1158  ,  8.2
《既然青春留不住》 , 1169  ,  9.7
《简单爱》 , 1233  , 10.0
《闯入者》 , 1116  ,  3.5
《破风》 , 1128  ,  6.0
《探灵档案》 , 1071  ,  6.2
《闯入者》 , 1474  ,  4.9
《既然青春留不住》 , 1322  ,  5.2
《一念天堂》 , 1118  ,  4.4
《一路惊喜》 , 1324  ,  9.3
《失孤》 , 1167  ,  8.7
《恶棍天使》 , 1070  ,  9.1
《怦然星动》 , 1037  ,  6.4
《紫霞》 , 1198  ,  5.7
《爱情魔发师》 , 1172  ,  4.3
《一念天堂》 , 1468  ,  6.9
《简单爱》 , 1206  ,  4.8
《一路惊喜》 , 1473  ,  6.9
《爱情魔发师》 , 1045  ,  5.1
《万物生长》 , 1418  ,  7.2
《万物生长》 , 1209  ,  7.9
《前任2：备胎反击战》 , 1258  ,  6.9
《分手再说我爱你》 , 1492  ,  4.8
《探灵档案》 , 1454  ,  9.8
《浪漫天降》 , 1313  ,  7.1
《破风》 , 1141  ,  8.4
《将错就错》 , 1113  ,  3.8
《恶棍天使》 , 1385  ,  4.2
《怦然星动》 , 1184  ,  9.5
《冲上云霄》 , 1129  ,  6.6
《既然青春留不住》 , 1491  ,  5.3
《一念天堂》 , 1491  ,  4.5
《一念天堂》 , 1031  ,  6.2
《坏蛋必须死》 , 1246  ,  5.9
《破风》 , 1158  ,  7.3
《既然青春留不住》 , 1454  ,  7.5
《紫霞》 , 1026  ,  3.6
《浪漫天降》 , 1025  ,  9.1
《闯入者》 , 1403  ,  4.8
《万物生长》 , 1289  ,  8.2
《一路惊喜》 , 1268  ,  4.4
《浪漫天降》 , 1100  ,  9.0
《将错就错》 , 1191  ,  7.8
《冲上云霄》 , 1200  ,  9.3
《少年班》 , 1095  ,  9.5
《探灵档案》 , 1141  ,  6.7
《将错就错》 , 1200  ,  4.6
《怦然星动》 , 1065  ,  5.3
《简单爱》 , 1031  ,  3.6
《闯入者》 , 1068  ,  8.3
《既然青春留不住》 , 1007  ,  6.2
《失孤》 , 1200  ,  8.4
《探灵档案》 , 1122  ,  9.4
《探灵档案》 , 1093  , 10.0
《浪漫天降》 , 1158  ,  9.4
《将错就错》 , 1174  ,  7.1
《既然青春留不住》 , 1071  ,  9.1
《爱情魔发师》 , 1246  ,  6.0
《破风》 , 1423  ,  9.5
《探灵档案》 , 1116  ,  8.2
《最美的时候遇见你》 , 1292  ,  5.3
《失孤》 , 1015  ,  3.2
《浪漫天降》 , 1111  ,  7.2
《一念天堂》 , 1159  ,  9.3
《万物生长》 , 1268  ,  9.3
《坏蛋必须死》 , 1007  ,  3.5
《简单爱》 , 1125  ,  4.4
《探灵档案》 , 1280  ,  5.4
《一念天堂》 , 1402  ,  4.5
《失孤》 , 1240  ,  7.0
《闯入者》 , 1363  ,  5.2
《一念天堂》 , 1241  ,  9.1
《紫霞》 , 1072  ,  9.8
《浪漫天降》 , 1357  ,  9.7
《天将雄师》 , 1264  ,  8.5
《怦然星动》 , 1013  ,  5.3
《既然青春留不住》 , 1378  ,  4.8
《最美的时候遇见你》 , 1122  ,  8.3
《破风》 , 1402  ,  7.2
《怦然星动》 , 1389  ,  9.2
《一路惊喜》 , 1403  ,  7.1
《最美的时候遇见你》 , 1085  ,  7.2
《爱情魔发师》 , 1305  ,  7.1
《坏蛋必须死》 , 1068  ,  9.5
《恶棍天使》 , 1367  ,  4.8
《万物生长》 , 1223  ,  3.2
《浪漫天降》 , 1177  ,  4.3
《一念天堂》 , 1059  ,  8.0
《既然青春留不住》 , 1195  ,  7.3
《恶棍天使》 , 1250  ,  4.2
《爱情魔发师》 , 1213  ,  5.7
《失孤》 , 1334  ,  6.8
《简单爱》 , 1130  ,  4.4
《爱情魔发师》 , 1119  ,  5.9
《前任2：备胎反击战》 , 1492  ,  6.4
《既然青春留不住》 , 1302  ,  8.8
《爱情魔发师》 , 1098  ,  9.2
《将错就错》 , 1482  ,  8.2
《坏蛋必须死》 , 1109  ,  6.8
《怦然星动》 , 1402  ,  4.7
《闯入者》 , 1380  ,  9.1
《闯入者》 , 1385  ,  3.5
《探灵档案》 , 1320  ,  4.3
《简单爱》 , 1468  ,  9.3
《怦然星动》 , 1079  ,  3.9
《简单爱》 , 1313  ,  6.6
《恶棍天使》 , 1340  ,  9.7
《浪漫天降》 , 1117  ,  3.0
《怦然星动》 , 1305  ,  6.2
《恶棍天使》 , 1293  ,  4.3
《既然青春留不住》 , 1150  ,  5.0
《万物生长》 , 1084  ,  5.3
《分手再说我爱你》 , 1072  ,  8.0
《坏蛋必须死》 , 1235  ,  8.6
《探灵档案》 , 1394  ,  6.2
《天将雄师》 , 1264  ,  6.8
《一路惊喜》 , 1118  ,  7.7
《分手再说我爱你》 , 1085  ,  6.6
《坏蛋必须死》 , 1219  ,  5.3
《紫霞》 , 1007  ,  5.0
《浪漫天降》 , 1491  ,  5.0
《探灵档案》 , 1102  ,  3.6
《破风》 , 1075  ,  6.6
《失孤》 , 1259  ,  3.3
《既然青春留不住》 , 1377  ,  6.1
《爱情魔发师》 , 1075  ,  3.9
《失孤》 , 1403  ,  7.2
《坏蛋必须死》 , 1123  ,  9.7
《爱情魔发师》 , 1139  ,  9.4
《简单爱》 , 1411  ,  3.5
《冲上云霄》 , 1347  ,  5.7
《天将雄师》 , 1048  ,  9.8
《少年班》 , 1389  ,  4.8
《一念天堂》 , 1425  ,  7.5
《失孤》 , 1491  ,  6.0
《紫霞》 , 1378  ,  5.0
《冲上云霄》 , 1015  ,  9.3
《破风》 , 1344  ,  8.1
《最美的时候遇见你》 , 1190  ,  3.9
《分手再说我爱你》 , 1389  ,  8.6
《最美的时候遇见你》 , 1116  ,  5.0
《少年班》 , 1104  ,  6.6
《坏蛋必须死》 , 1176  ,  8.3
《失孤》 , 1201  ,  4.8
《少年班》 , 1190  ,  3.2
《少年班》 , 1429  ,  5.0
《浪漫天降》 , 1167  ,  6.6
《怦然星动》 , 1045  ,  3.8
《紫霞》 , 1455  ,  6.2
《一路惊喜》 , 1363  ,  6.2
《探灵档案》 , 1270  ,  4.1
《少年班》 , 1045  ,  9.0
《闯入者》 , 1028  ,  6.0
《爱情魔发师》 , 1180  ,  4.2
《将错就错》 , 1050  ,  6.0
《前任2：备胎反击战》 , 1456  ,  5.7
《浪漫天降》 , 1180  ,  4.9
《将错就错》 , 1007  ,  5.8
《破风》 , 1122  ,  3.3
《少年班》 , 1050  ,  6.2
《冲上云霄》 , 1377  ,  6.4
《既然青春留不住》 , 1184  ,  5.0
《分手再说我爱你》 , 1241  ,  9.0
《简单爱》 , 1015  ,  7.4
《坏蛋必须死》 , 1359  ,  8.2
《既然青春留不住》 , 1482  ,  5.2
《浪漫天降》 , 1141  ,  9.5
《破风》 , 1311  ,  8.2
《一念天堂》 , 1025  ,  7.7
《一路惊喜》 , 1218  ,  8.6
《恶棍天使》 , 1150  ,  9.1
《紫霞》 , 1072  ,  6.0
《恶棍天使》 , 1450  ,  4.2
《闯入者》 , 1360  ,  8.8
《探灵档案》 , 1322  ,  9.1
《既然青春留不住》 , 1263  ,  7.9
《恶棍天使》 , 1188  ,  8.2
《前任2：备胎反击战》 , 1374  ,  8.9
《闯入者》 , 1482  ,  4.2
《恶棍天使》 , 1098  ,  9.8
《简单爱》 , 1462  ,  6.4
《紫霞》 , 1381  ,  9.3
《天将雄师》 , 1026  ,  9.9
《最美的时候遇见你》 , 1071  ,  3.7
《最美的时候遇见你》 , 1086  ,  7.4
《冲上云霄》 , 1344  ,  7.9
《紫霞》 , 1065  ,  9.5
《将错就错》 , 1091  ,  3.0
《既然青春留不住》 , 1313  ,  3.7
《既然青春留不住》 , 1324  ,  4.8
《既然青春留不住》 , 1258  ,  7.9
《前任2：备胎反击战》 , 1450  ,  7.7
《一念天堂》 , 1196  ,  4.6
《探灵档案》 , 1293  ,  9.3
《冲上云霄》 , 1118  ,  4.3
《少年班》 , 1109  ,  4.8
《既然青春留不住》 , 1167  ,  3.0
《将错就错》 , 1324  ,  7.1
《破风》 , 1468  ,  3.7
《最美的时候遇见你》 , 1487  ,  6.2
《浪漫天降》 , 1296  ,  3.9
《怦然星动》 , 1188  ,  6.9
《既然青春留不住》 , 1084  ,  5.2
《分手再说我爱你》 , 1057  ,  8.1
《天将雄师》 , 1250  ,  7.1
《紫霞》 , 1391  ,  9.9
《失孤》 , 1123  ,  3.6
《失孤》 , 1378  ,  6.8
《失孤》 , 1213  ,  7.6
《怦然星动》 , 1050  ,  8.2
《爱情魔发师》 , 1196  ,  4.9
《一念天堂》 , 1150  ,  3.1
《天将雄师》 , 1454  ,  8.5
《爱情魔发师》 , 1045  ,  3.7
《少年班》 , 1070  ,  5.2
《最美的时候遇见你》 , 1122  ,  9.5
《一念天堂》 , 1026  ,  4.4
《恶棍天使》 , 1048  ,  5.0
《冲上云霄》 , 1067  ,  5.8
《坏蛋必须死》 , 1357  ,  4.8
《前任2：备胎反击战》 , 1198  ,  8.2
《前任2：备胎反击战》 , 1216  ,  7.1
《恶棍天使》 , 1334  ,  6.4
《最美的时候遇见你》 , 1468  ,  8.7
《浪漫天降》 , 1007  ,  4.3
《破风》 , 1316  ,  3.7
《一路惊喜》 , 1074  ,  8.3
《分手再说我爱你》 , 1209  ,  7.0
《分手再说我爱你》 , 1316  ,  3.1
《天将雄师》 , 1499  ,  4.8
《探灵档案》 , 1456  ,  5.3
《一念天堂》 , 1360  ,  9.7
《怦然星动》 , 1095  ,  3.7
《将错就错》 , 1084  ,  6.4
《冲上云霄》 , 1084  ,  3.1
《闯入者》 , 1139  ,  6.2
《失孤》 , 1218  ,  6.4
《将错就错》 , 1067  ,  3.8
《一念天堂》 , 1180  ,  6.8
《恶棍天使》 , 1367  ,  7.1
《既然青春留不住》 , 1391  ,  3.7
《最美的时候遇见你》 , 1233  ,  8.7
《探灵档案》 , 1334  ,  5.7
《浪漫天降》 , 1174  ,  3.9
《闯入者》 , 1119  ,  6.8
《万物生长》 , 1491  ,  7.0
《浪漫天降》 , 1357  ,  7.5
《失孤》 , 1466  ,  6.5
《冲上云霄》 , 1113  ,  7.6
《爱情魔发师》 , 1492  ,  6.9
《怦然星动》 , 1280  ,  6.7
《简单爱》 , 1263  ,  7.6
《既然青春留不住》 , 1283  ,  4.8
《天将雄师》 , 1158  ,  7.1
《紫霞》 , 1492  ,  5.2
《冲上云霄》 , 1311  ,  5.6
《万物生长》 , 1444  ,  3.8
《少年班》 , 1385  ,  5.7
《爱情魔发师》 , 1074  ,  7.5
《既然青春留不住》 , 1129  ,  7.2
《失孤》 , 1317  ,  9.7
《将错就错》 , 1205  ,  3.1
《万物生长》 , 1322  ,  4.5
《闯入者》 , 1172  ,  5.7
《怦然星动》 , 1021  ,  9.4
《天将雄师》 , 1377  ,  5.7
《坏蛋必须死》 , 1395  ,  3.1
《既然青春留不住》 , 1406  ,  6.0
《探灵档案》 , 1118  ,  7.2
《失孤》 , 1139  ,  3.8
《破风》 , 1014  ,  8.2
《天将雄师》 , 1191  ,  7.2
《少年班》 , 1006  ,  9.7
《浪漫天降》 , 1122  ,  5.8
《简单爱》 , 1206  ,  5.3
《前任2：备胎反击战》 , 1292  ,  5.0
《浪漫天降》 , 1045  ,  9.4
《少年班》 , 1180  ,  6.8
《爱情魔发师》 , 1109  ,  9.4
《冲上云霄》 , 1158  ,  9.7
《怦然星动》 , 1007  ,  5.1
《失孤》 , 1102  ,  4.5
《最美的时候遇见你》 , 1425  ,  3.3
《天将雄师》 , 1004  ,  9.1
《将错就错》 , 1374  ,  5.0
《怦然星动》 , 1470  ,  9.9
《既然青春留不住》 , 1225  ,  9.0
《探灵档案》 , 1316  ,  7.2
《前任2：备胎反击战》 , 1159  ,  3.4
《探灵档案》 , 1389  ,  4.9
《破风》 , 1154  ,  8.3
《一念天堂》 , 1172  ,  9.2
《一路惊喜》 , 1317  ,  3.8
《一念天堂》 , 1200  ,  3.9
《万物生长》 , 1100  ,  9.8
《坏蛋必须死》 , 1059  ,  9.1
《探灵档案》 , 1339  ,  3.8
《破风》 , 1141  ,  5.3
《爱情魔发师》 , 1010  ,  6.8
《天将雄师》 , 1357  ,  7.7
《一路惊喜》 , 1267  ,  4.2
《恶棍天使》 , 1154  ,  6.3
《将错就错》 , 1010  ,  4.3
《一路惊喜》 , 1334  ,  6.0
《既然青春留不住》 , 1200  ,  8.8
《坏蛋必须死》 , 1486  ,  5.8
《一念天堂》 , 1047  ,  4.3
《闯入者》 , 1067  ,  3.3
《天将雄师》 , 1195  ,  3.5
《简单爱》 , 1172  ,  4.8
《最美的时候遇见你》 , 1274  ,  6.9
《前任2：备胎反击战》 , 1015  ,  8.1
《怦然星动》 , 1321  ,  6.4
《一念天堂》 , 1201  ,  6.2
《探灵档案》 , 1491  ,  3.9
《天将雄师》 , 1209  ,  5.9
《前任2：备胎反击战》 , 1216  ,  5.0
《闯入者》 , 1075  ,  4.5
《失孤》 , 1486  ,  7.6
《简单爱》 , 1006  ,  8.8
《破风》 , 1360  ,  3.1
《少年班》 , 1190  ,  7.2
《爱情魔发师》 , 1241  ,  8.6
《既然青春留不住》 , 1158  ,  6.0
《破风》 , 1345  ,  6.7
《一念天堂》 , 1035  ,  7.6
《破风》 , 1235  ,  4.5
《一念天堂》 , 1391  ,  7.2
《爱情魔发师》 , 1394  ,  3.3
《坏蛋必须死》 , 1174  ,  8.6
《最美的时候遇见你》 , 1201  ,  6.2
《坏蛋必须死》 , 1241  ,  8.0
《爱情魔发师》 , 1474  ,  5.7
《闯入者》 , 1129  ,  3.7
《探灵档案》 , 1425  ,  8.6
《紫霞》 , 1250  ,  7.5
《万物生长》 , 1447  ,  6.4
《一念天堂》 , 1109  ,  5.8
《将错就错》 , 1174  ,  6.9
《前任2：备胎反击战》 , 1296  ,  5.7
《少年班》 , 1075  ,  7.5
《冲上云霄》 , 1499  ,  7.3
《前任2：备胎反击战》 , 1216  ,  4.9
《一念天堂》 , 1320  ,  7.6
《一念天堂》 , 1423  ,  9.4
《将错就错》 , 1117  ,  6.4
《探灵档案》 , 1381  ,  4.4
《恶棍天使》 , 1407  ,  3.0
《失孤》 , 1102  ,  9.5
《前任2：备胎反击战》 , 1178  ,  4.5
《破风》 , 1468  ,  4.8
《怦然星动》 , 1316  ,  3.8
《浪漫天降》 , 1367  ,  4.4
《前任2：备胎反击战》 , 1357  ,  8.4
《前任2：备胎反击战》 , 1205  ,  4.8
《分手再说我爱你》 , 1154  ,  5.7
《紫霞》 , 1267  ,  3.7
《一路惊喜》 , 1316  ,  5.3
《冲上云霄》 , 1289  ,  9.4
《破风》 , 1313  ,  9.2
《天将雄师》 , 1293  ,  6.0
《怦然星动》 , 1386  ,  8.7
《浪漫天降》 , 1270  ,  3.6
《万物生长》 , 1141  ,  7.3
《恶棍天使》 , 1070  ,  3.2
《少年班》 , 1340  ,  3.7
《天将雄师》 , 1174  ,  3.7
《怦然星动》 , 1241  ,  9.2
《分手再说我爱你》 , 1015  ,  5.7
《爱情魔发师》 , 1487  ,  6.7
《恶棍天使》 , 1233  ,  7.2
《坏蛋必须死》 , 1455  ,  4.8
《探灵档案》 , 1104  ,  6.6
《坏蛋必须死》 , 1456  ,  7.1
《破风》 , 1344  ,  9.3
《怦然星动》 , 1487  ,  9.9
《紫霞》 , 1125  ,  4.3
《探灵档案》 , 1425  ,  8.5
《探灵档案》 , 1402  ,  7.4
《失孤》 , 1473  ,  7.9
《简单爱》 , 1318  ,  5.2
《爱情魔发师》 , 1225  ,  6.1
《简单爱》 , 1322  ,  8.3
《爱情魔发师》 , 1476  ,  6.7
《天将雄师》 , 1059  ,  8.4
《分手再说我爱你》 , 1357  ,  7.1
《既然青春留不住》 , 1482  ,  5.2
《恶棍天使》 , 1423  ,  6.9
《分手再说我爱你》 , 1218  ,  4.9
《坏蛋必须死》 , 1206  ,  3.9
《爱情魔发师》 , 1184  ,  6.2
《既然青春留不住》 , 1359  ,  3.1
《闯入者》 , 1184  ,  3.7
《爱情魔发师》 , 1374  ,  5.3
《失孤》 , 1444  ,  6.8
《失孤》 , 1048  ,  9.7
《一路惊喜》 , 1045  ,  3.6
《既然青春留不住》 , 1380  ,  6.6
《探灵档案》 , 1391  ,  3.4
《坏蛋必须死》 , 1014  ,  7.3
《探灵档案》 , 1466  ,  9.3
《天将雄师》 , 1093  ,  7.6
《紫霞》 , 1214  ,  9.4
《浪漫天降》 , 1235  ,  5.7
《坏蛋必须死》 , 1264  ,  8.5
《闯入者》 , 1280  ,  5.2
《破风》 , 1191  ,  3.6
《前任2：备胎反击战》 , 1080  ,  9.8
《少年班》 , 1152  ,  5.6
《闯入者》 , 1196  ,  4.4
《闯入者》 , 1125  ,  7.9
《一念天堂》 , 1026  ,  7.9
《天将雄师》 , 1429  ,  9.4
《少年班》 , 1455  ,  6.2
《分手再说我爱你》 , 1176  ,  7.1
《恶棍天使》 , 1122  ,  5.0
《天将雄师》 , 1377  ,  7.3
《紫霞》 , 1100  ,  4.7
《破风》 , 1072  ,  3.1
《将错就错》 , 1178  ,  9.4
《将错就错》 , 1209  ,  5.9
《最美的时候遇见你》 , 1258  ,  4.8
《最美的时候遇见你》 , 1377  ,  9.7
《失孤》 , 1086  ,  5.3
《最美的时候遇见你》 , 1015  ,  6.4
《天将雄师》 , 1444  ,  8.6
《坏蛋必须死》 , 1305  ,  6.8
《失孤》 , 1367  ,  5.6
《爱情魔发师》 , 1125  ,  8.4
《简单爱》 , 1280  ,  7.6
《将错就错》 , 1213  ,  9.8
《天将雄师》 , 1114  ,  4.3
《恶棍天使》 , 1022  ,  4.8
《万物生长》 , 1080  ,  3.0
《天将雄师》 , 1206  ,  8.8
《天将雄师》 , 1347  ,  9.8
《坏蛋必须死》 , 1161  ,  7.4
《万物生长》 , 1391  ,  9.5
《冲上云霄》 , 1188  ,  7.5
《闯入者》 , 1259  ,  5.9
《一路惊喜》 , 1013  ,  4.3
《天将雄师》 , 1103  ,  8.6
《坏蛋必须死》 , 1184  ,  4.5
《一念天堂》 , 1194  ,  8.1
《探灵档案》 , 1178  ,  3.4
《探灵档案》 , 1130  ,  5.0
《破风》 , 1296  ,  3.8
《一路惊喜》 , 1411  ,  4.3
《探灵档案》 , 1084  ,  6.2
《前任2：备胎反击战》 , 1241  ,  6.2
《紫霞》 , 1074  ,  9.5
《恶棍天使》 , 1363  ,  8.5
《前任2：备胎反击战》 , 1042  ,  7.0
《少年班》 , 1407  ,  6.7
《恶棍天使》 , 1381  ,  3.3
《前任2：备胎反击战》 , 1075  ,  7.2
《前任2：备胎反击战》 , 1454  ,  8.6
《将错就错》 , 1065  ,  7.9
《简单爱》 , 1180  ,  3.9
《爱情魔发师》 , 1407  ,  3.8
《少年班》 , 1322  ,  5.3
《简单爱》 , 1206  ,  3.7
《一念天堂》 , 1195  ,  9.9
《失孤》 , 1084  ,  6.6
《将错就错》 , 1321  ,  3.6
《将错就错》 , 1411  ,  3.7
《将错就错》 , 1252  ,  4.9
《一路惊喜》 , 1400  ,  5.6
《少年班》 , 1075  ,  3.9
《闯入者》 , 1114  ,  9.4
《万物生长》 , 1473  ,  7.6
《将错就错》 , 1128  ,  3.6
《冲上云霄》 , 1118  ,  4.2
《恶棍天使》 , 1291  ,  8.4
《怦然星动》 , 1403  ,  9.2
《分手再说我爱你》 , 1276  ,  7.2
《万物生长》 , 1444  ,  9.2
《浪漫天降》 , 1218  ,  9.7
《浪漫天降》 , 1122  ,  6.2
《简单爱》 , 1088  ,  4.3
《一路惊喜》 , 1117  ,  9.5
《将错就错》 , 1191  ,  9.1
《爱情魔发师》 , 1283  ,  4.4
《少年班》 , 1184  ,  9.7
《前任2：备胎反击战》 , 1010  ,  8.2
《浪漫天降》 , 1215  ,  7.7
《破风》 , 1158  ,  4.7
《恶棍天使》 , 1004  ,  4.5
《一路惊喜》 , 1223  ,  5.1
《前任2：备胎反击战》 , 1119  ,  4.3
《恶棍天使》 , 1177  ,  8.7
《分手再说我爱你》 , 1340  ,  6.3
《分手再说我爱你》 , 1456  ,  7.2
《坏蛋必须死》 , 1045  ,  6.4
